,Unnamed: 0,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,address,city
18463,18463,15.0,531.0,154.0,469.0,155.0,4.65,385700.0,<1H OCEAN,"US 101, San Jose, Santa Clara County, California, 95013, United States","['San Jose', 'Santa Clara']"
18464,18464,11.0,1290.0,197.0,881.0,191.0,4.2039,500001.0,<1H OCEAN,"Laguna Avenue, San Jose, Santa Clara County, California, 95013, United States","['San Jose', 'Santa Clara']"
18465,18465,21.0,1062.0,179.0,631.0,185.0,4.7386,394100.0,<1H OCEAN,"San Bruno Avenue, Santa Clara County, California, 95037, United States","['San Bruno', 'Santa Clara']"
18466,18466,18.0,3167.0,,1414.0,482.0,6.8773,467700.0,<1H OCEAN,"5148, Little Uvas Road, Santa Clara County, California, 95037, United States",['Santa Clara']
18467,18467,19.0,3754.0,588.0,1692.0,550.0,6.7644,412600.0,<1H OCEAN,"Hecker Pass Highway, Santa Clara County, California, 95004, United States",['Santa Clara']
18468,18468,16.0,5498.0,729.0,2051.0,694.0,7.8601,416300.0,<1H OCEAN,"Lakeview Drive, Morgan Hill, Santa Clara County, California, 94046, United States","['Morgan Hill', 'Santa Clara']"
18469,18469,14.0,9483.0,1361.0,4108.0,1281.0,7.5,344500.0,<1H OCEAN,"2637, Tennant Avenue, Morgan Hill, Santa Clara County, California, 95037, United States","['Morgan Hill', 'Santa Clara']"
18470,18470,13.0,4780.0,798.0,2795.0,764.0,6.1684,288100.0,<1H OCEAN,"1305, Half Road, Santa Clara County, California, 95037, United States",['Santa Clara']
18471,18471,14.0,5487.0,1024.0,2823.0,979.0,4.175,229800.0,<1H OCEAN,"US 101, Morgan Hill, Santa Clara County, California, 95038, United States","['Morgan Hill', 'Santa Clara']"
18472,18472,17.0,1830.0,398.0,1110.0,388.0,2.4821,248200.0,<1H OCEAN,"Juan Hernandez Drive, Morgan Hill, Santa Clara County, California, 95038, United States","['Morgan Hill', 'Santa Clara']"
18473,18473,12.0,4077.0,590.0,1618.0,540.0,5.2951,386200.0,<1H OCEAN,"Baird Open Space Preserve, Eagle Springs Court, Morgan Hill, Santa Clara County, California, 95037, United States","['Morgan Hill', 'Santa Clara']"
18474,18474,20.0,4477.0,924.0,2656.0,871.0,3.8788,226900.0,<1H OCEAN,"17705, Hale Avenue, Morgan Hill, Santa Clara County, California, 95037, United States","['Morgan Hill', 'Santa Clara']"
18475,18475,14.0,4721.0,999.0,2648.0,888.0,3.6895,239300.0,<1H OCEAN,"160, Foothill Court, Morgan Hill, Santa Clara County, California, 95037, United States","['Morgan Hill', 'Santa Clara']"
18476,18476,19.0,3785.0,611.0,2198.0,610.0,5.1514,436700.0,<1H OCEAN,"16300, Santa Clara County, California, 95038, United States",['Santa Clara']
18477,18477,14.0,6006.0,914.0,2915.0,898.0,5.9356,321700.0,<1H OCEAN,"D. Duval Driveway, Santa Clara County, California, 95038, United States",['Santa Clara']
18478,18478,14.0,5034.0,797.0,2124.0,790.0,4.9028,335000.0,<1H OCEAN,"246, West Middle Avenue, Morgan Hill, Santa Clara County, California, 95037, United States","['Morgan Hill', 'Santa Clara']"
18479,18479,19.0,3269.0,483.0,1383.0,452.0,5.6205,300800.0,<1H OCEAN,"435, Wright Avenue, Morgan Hill, Santa Clara County, California, 95037, United States","['Morgan Hill', 'Santa Clara']"
18480,18480,17.0,6725.0,1051.0,3439.0,1027.0,6.4313,393100.0,<1H OCEAN,"Santa Clara County, California, 95046, United States",['Santa Clara']
18481,18481,21.0,5322.0,908.0,3011.0,895.0,5.5936,386800.0,<1H OCEAN,"Santa Teresa Boulevard, Santa Clara County, California, 95046, United States",['Santa Clara']
18482,18482,24.0,1511.0,318.0,1052.0,292.0,3.625,350000.0,<1H OCEAN,"South Valley Freeway, San Martin, Santa Clara County, California, 95046, United States",['Santa Clara']
18483,18483,37.0,1593.0,303.0,1030.0,287.0,3.9306,260700.0,<1H OCEAN,"378, California Avenue, San Martin, Santa Clara County, California, 95046, United States",['Santa Clara']
18484,18484,44.0,3192.0,565.0,1439.0,568.0,4.3693,234000.0,INLAND,"7767, Princevalle Street, Gilroy, Santa Clara County, California, 95020, United States","['Gilroy', 'Santa Clara']"
18485,18485,18.0,7241.0,1225.0,4168.0,1138.0,4.5714,260300.0,INLAND,"7059, Rosanna Street, Gilroy, Santa Clara County, California, 95020, United States","['Gilroy', 'Santa Clara']"
18486,18486,14.0,5231.0,817.0,2634.0,799.0,4.9702,279800.0,INLAND,"5706, Santa Teresa Boulevard, Gilroy, Santa Clara County, California, 95020, United States","['Gilroy', 'Santa Clara']"
18487,18487,15.0,2873.0,547.0,1582.0,567.0,5.1519,264700.0,INLAND,"7767, Princevalle Street, Gilroy, Santa Clara County, California, 95020, United States","['Gilroy', 'Santa Clara']"
18488,18488,16.0,865.0,123.0,403.0,130.0,5.7396,308700.0,INLAND,"Santa Clara County, California, United States",['Santa Clara']
18489,18489,16.0,6637.0,1171.0,3575.0,1162.0,4.3227,251500.0,INLAND,"1075, Ortega Circle, Gilroy, Santa Clara County, California, 95020, United States","['Gilroy', 'Santa Clara']"
18490,18490,5.0,6529.0,1010.0,3071.0,977.0,5.6754,298500.0,<1H OCEAN,"Eagle Nest Way, Gilroy, Santa Clara County, California, 95020, United States","['Gilroy', 'Santa Clara']"
18491,18491,16.0,3120.0,685.0,2383.0,681.0,3.5551,198600.0,INLAND,"Monterey Road & Las Animas Avenue, Monterey Road, Lonoke, Gilroy, Santa Clara County, California, 95020, United States","['Gilroy', 'Monterey', 'Santa Clara']"
18492,18492,27.0,2303.0,471.0,1447.0,467.0,3.2019,203600.0,INLAND,"8467, Hanna Street, Lonoke, Gilroy, Santa Clara County, California, 95020, United States","['Gilroy', 'Santa Clara']"
18493,18493,14.0,6355.0,1279.0,3704.0,1224.0,4.4233,228600.0,INLAND,"801, Greystone Court, Gilroy, Santa Clara County, California, 95020, United States","['Gilroy', 'Santa Clara']"
18494,18494,17.0,2889.0,624.0,2681.0,608.0,2.9417,178000.0,INLAND,"Wagon Wheel Circle, Wagon Wheel Mobile Village & Senior Community, Gilroy, Santa Clara County, California, 95020, United States","['Gilroy', 'Santa Clara']"
18495,18495,44.0,1448.0,393.0,1066.0,357.0,2.0625,170300.0,INLAND,"4th Street, Gilroy, Santa Clara County, California, 95020, United States","['Gilroy', 'Santa Clara']"
18496,18496,20.0,3976.0,953.0,3866.0,950.0,2.5387,160100.0,INLAND,"AutoZone, 6900, Automall Parkway, Gilroy, Santa Clara County, California, 95020, United States","['Gilroy', 'Santa Clara']"
18497,18497,27.0,2361.0,449.0,1782.0,397.0,3.2614,305000.0,INLAND,"Arturo Ochoa Migrant Center, 901, Arizona Circle, Gilroy, Santa Clara County, California, 95020, United States","['Gilroy', 'Santa Clara']"
18498,18498,19.0,2372.0,394.0,1142.0,365.0,4.0238,374600.0,INLAND,"DreamPower Horsemanship, 7460, Crews Road, Gilroy, Santa Clara County, California, 95020, United States","['Gilroy', 'Santa Clara']"
18499,18499,34.0,440.0,90.0,217.0,93.0,5.2327,500001.0,<1H OCEAN,"Edwards Loop Trail, Santa Clara County, California, 95137, United States",['Santa Clara']
18500,18500,39.0,759.0,141.0,252.0,106.0,3.6964,262500.0,INLAND,"Santa Clara County, California, United States",['Santa Clara']
18501,18501,52.0,220.0,32.0,55.0,26.0,15.0001,131300.0,<1H OCEAN,"San Jose, Santa Clara County, California, United States","['San Jose', 'Santa Clara']"
18502,18502,25.0,474.0,92.0,300.0,104.0,3.8062,340900.0,INLAND,"Santa Clara County, California, United States",['Santa Clara']
18503,18503,10.0,212.0,38.0,78.0,21.0,6.0622,390000.0,<1H OCEAN,"19959, Skyline Boulevard, Santa Cruz County, California, 95033, United States",['Santa Cruz']
18504,18504,26.0,50.0,5.0,17.0,4.0,15.0001,400000.0,<1H OCEAN,"337, Summit Canyon Drive, Summit, Santa Cruz County, California, 95033, United States",['Santa Cruz']
18505,18505,37.0,74.0,19.0,63.0,17.0,9.5908,350000.0,<1H OCEAN,"23157, Old Santa Cruz Highway, Summit, Santa Cruz County, California, 95033, United States",['Santa Cruz']
18506,18506,16.0,32.0,4.0,36.0,5.0,2.625,137500.0,NEAR OCEAN,"Wizard Hat, Santa Cruz, Santa Cruz County, California, 95062, United States",['Santa Cruz']
18507,18507,29.0,227.0,45.0,112.0,41.0,6.4469,271400.0,NEAR OCEAN,"North Branciforte Avenue, Prospect Heights, Eastside, Santa Cruz, Santa Cruz County, California, 95062, United States",['Santa Cruz']
18508,18508,28.0,1321.0,240.0,652.0,239.0,4.9808,263100.0,NEAR OCEAN,"North Branciforte Avenue, Prospect Heights, Eastside, Santa Cruz, Santa Cruz County, California, 95062, United States",['Santa Cruz']
18509,18509,29.0,3119.0,507.0,1476.0,487.0,5.8123,281500.0,NEAR OCEAN,"150, Fairland Way, Prospect Heights, Eastside, Santa Cruz, Santa Cruz County, California, 95065, United States",['Santa Cruz']
18510,18510,40.0,1104.0,224.0,669.0,215.0,4.3409,256300.0,NEAR OCEAN,"790, Freeman Court, Live Oak, Santa Cruz County, California, 95062, United States",['Santa Cruz']
18511,18511,43.0,1636.0,324.0,792.0,325.0,3.5562,239200.0,NEAR OCEAN,"245, Forest Avenue, Upper Seabright, Eastside, Santa Cruz, Santa Cruz County, California, 95062, United States",['Santa Cruz']
18512,18512,41.0,2548.0,508.0,1290.0,488.0,3.6902,233000.0,NEAR OCEAN,"North Branciforte Avenue, Prospect Heights, Eastside, Santa Cruz, Santa Cruz County, California, 95062, United States",['Santa Cruz']
18513,18513,47.0,1250.0,249.0,607.0,234.0,4.0417,265300.0,NEAR OCEAN,"Ace Hardware, 1214, Soquel Avenue, Soquel Avenue Commercial Corridor, Eastside, Santa Cruz, Santa Cruz County, California, 95062, United States",['Santa Cruz']
18514,18514,30.0,2156.0,487.0,1023.0,458.0,2.7875,245000.0,NEAR OCEAN,"109, Lee Street, Carbonera, Eastside, Santa Cruz, Santa Cruz County, California, 95060, United States",['Santa Cruz']
18515,18515,21.0,1484.0,394.0,984.0,380.0,2.1734,187500.0,NEAR OCEAN,"Firestone, 510, Water Street, Water Street Commercial Corridor, Downtown, Santa Cruz, Santa Cruz County, California, 95060, United States",['Santa Cruz']
18516,18516,44.0,1153.0,238.0,657.0,219.0,3.2368,212500.0,NEAR OCEAN,"Firestone, 510, Water Street, Water Street Commercial Corridor, Downtown, Santa Cruz, Santa Cruz County, California, 95060, United States",['Santa Cruz']
18517,18517,35.0,2155.0,355.0,866.0,335.0,5.6188,404700.0,NEAR OCEAN,"207, Sheldon Avenue, Westlake, Downtown, Santa Cruz, Santa Cruz County, California, 95060, United States",['Santa Cruz']
18518,18518,33.0,797.0,125.0,385.0,133.0,6.7974,367600.0,NEAR OCEAN,"207, Sheldon Avenue, Westlake, Downtown, Santa Cruz, Santa Cruz County, California, 95060, United States",['Santa Cruz']
18519,18519,30.0,2695.0,424.0,1098.0,420.0,5.3972,362300.0,NEAR OCEAN,"330, Van Ness Avenue, King Street, Westside, Santa Cruz, Santa Cruz County, California, 95060, United States",['Santa Cruz']
18520,18520,14.0,1547.0,374.0,4731.0,348.0,2.4732,131300.0,NEAR OCEAN,"University of California, Santa Cruz, Pipeline Road, Paradise Park, Santa Cruz County, California, 95041, United States","['Paradise', 'Santa Cruz']"
18521,18521,20.0,2428.0,473.0,1145.0,454.0,3.6797,263800.0,NEAR OCEAN,"132, Crestview Terrace, Western Drive/Nobel, Westside, Santa Cruz, Santa Cruz County, California, 95060, United States",['Santa Cruz']
18522,18522,16.0,3363.0,611.0,1603.0,556.0,4.2542,294100.0,NEAR OCEAN,"132, Crestview Terrace, Western Drive/Nobel, Westside, Santa Cruz, Santa Cruz County, California, 95060, United States",['Santa Cruz']
18523,18523,15.0,3385.0,669.0,1571.0,615.0,4.2254,320900.0,NEAR OCEAN,"102, Tosca Terrace, Western Drive/Nobel, University, Santa Cruz, Santa Cruz County, California, 95064, United States",['Santa Cruz']
18524,18524,51.0,1076.0,206.0,495.0,201.0,2.9286,258300.0,NEAR OCEAN,"207, Sheldon Avenue, Westlake, Downtown, Santa Cruz, Santa Cruz County, California, 95060, United States",['Santa Cruz']
18525,18525,45.0,1302.0,245.0,621.0,258.0,5.1806,266400.0,NEAR OCEAN,"330, Van Ness Avenue, King Street, Westside, Santa Cruz, Santa Cruz County, California, 95060, United States",['Santa Cruz']
18526,18526,52.0,1901.0,335.0,955.0,301.0,3.8259,253100.0,NEAR OCEAN,"330, Van Ness Avenue, King Street, Westside, Santa Cruz, Santa Cruz County, California, 95060, United States",['Santa Cruz']
18527,18527,49.0,792.0,136.0,331.0,137.0,5.2128,238600.0,NEAR OCEAN,"330, Van Ness Avenue, King Street, Westside, Santa Cruz, Santa Cruz County, California, 95060, United States",['Santa Cruz']
18528,18528,44.0,1294.0,269.0,645.0,259.0,3.2437,223900.0,NEAR OCEAN,"217, Younglove Avenue, The Circles, Westside, Santa Cruz, Santa Cruz County, California, 95060, United States",['Santa Cruz']
18529,18529,37.0,2817.0,716.0,1341.0,662.0,2.1553,255400.0,NEAR OCEAN,"207, Mora Street, Mission Hill, Downtown, Santa Cruz, Santa Cruz County, California, 95061, United States",['Santa Cruz']
18530,18530,47.0,2403.0,517.0,1144.0,455.0,2.5954,229400.0,NEAR OCEAN,"Ace Hardware, 1214, Soquel Avenue, Soquel Avenue Commercial Corridor, Eastside, Santa Cruz, Santa Cruz County, California, 95062, United States",['Santa Cruz']
18531,18531,35.0,1053.0,263.0,552.0,237.0,2.7125,217500.0,NEAR OCEAN,"Firestone, 510, Water Street, Water Street Commercial Corridor, Downtown, Santa Cruz, Santa Cruz County, California, 95060, United States",['Santa Cruz']
18532,18532,21.0,607.0,155.0,226.0,136.0,1.9063,166700.0,NEAR OCEAN,"Firestone, 510, Water Street, Water Street Commercial Corridor, Downtown, Santa Cruz, Santa Cruz County, California, 95060, United States",['Santa Cruz']
18533,18533,29.0,2568.0,747.0,1743.0,659.0,1.9286,195300.0,NEAR OCEAN,"Days Inn and Suites Santa Cruz, Riverside Avenue, Lower Ocean Motels, Downtown, Santa Cruz, Santa Cruz County, California, 95061, United States","['Riverside', 'Santa Cruz']"
18534,18534,43.0,2162.0,509.0,1208.0,464.0,2.5417,260900.0,NEAR OCEAN,"310, Cayuga Street, Upper Seabright, Seabright, Santa Cruz, Santa Cruz County, California, 95062, United States",['Santa Cruz']
18535,18535,52.0,920.0,202.0,525.0,264.0,2.9444,232800.0,NEAR OCEAN,"310, Cayuga Street, Upper Seabright, Seabright, Santa Cruz, Santa Cruz County, California, 95062, United States",['Santa Cruz']
18536,18536,35.0,1605.0,392.0,743.0,382.0,2.5368,240000.0,NEAR OCEAN,"310, Cayuga Street, Upper Seabright, Seabright, Santa Cruz, Santa Cruz County, California, 95062, United States",['Santa Cruz']
18537,18537,20.0,2502.0,454.0,981.0,399.0,4.3,275000.0,NEAR OCEAN,"245, Forest Avenue, Upper Seabright, Eastside, Santa Cruz, Santa Cruz County, California, 95062, United States",['Santa Cruz']
18538,18538,27.0,2820.0,730.0,1511.0,745.0,2.589,242400.0,NEAR OCEAN,"Ace Hardware, 1214, Soquel Avenue, Soquel Avenue Commercial Corridor, Eastside, Santa Cruz, Santa Cruz County, California, 95062, United States",['Santa Cruz']
18539,18539,30.0,1029.0,242.0,753.0,249.0,3.1205,240500.0,NEAR OCEAN,"Santa Cruz Small Craft Harbor, East Cliff Drive, Twin Lakes, Santa Cruz County, California, 95062, United States",['Santa Cruz']
18540,18540,51.0,1616.0,374.0,608.0,302.0,3.1932,400000.0,NEAR OCEAN,"Seabright, Santa Cruz, Santa Cruz County, California, 95062, United States",['Santa Cruz']
18541,18541,52.0,1217.0,325.0,508.0,237.0,2.0547,326700.0,NEAR OCEAN,"Seabright, Santa Cruz, Santa Cruz County, California, 95062, United States",['Santa Cruz']
18542,18542,51.0,924.0,232.0,488.0,228.0,2.1964,234400.0,NEAR OCEAN,"307, Chestnut Street, Downtown Residential, Downtown, Santa Cruz, Santa Cruz County, California, 95060, United States",['Santa Cruz']
18543,18543,36.0,337.0,69.0,223.0,68.0,3.2404,225000.0,NEAR OCEAN,"307, Chestnut Street, Downtown Residential, Downtown, Santa Cruz, Santa Cruz County, California, 95060, United States",['Santa Cruz']
18544,18544,52.0,403.0,72.0,200.0,73.0,1.6923,262500.0,NEAR OCEAN,"307, Chestnut Street, Downtown Residential, Downtown, Santa Cruz, Santa Cruz County, California, 95060, United States",['Santa Cruz']
18545,18545,40.0,1193.0,227.0,570.0,204.0,4.4659,237500.0,NEAR OCEAN,"330, Van Ness Avenue, King Street, Westside, Santa Cruz, Santa Cruz County, California, 95060, United States",['Santa Cruz']
18546,18546,18.0,2677.0,785.0,1391.0,656.0,2.5067,232600.0,NEAR OCEAN,"384, Gharkey Street, The Circles, Westside, Santa Cruz, Santa Cruz County, California, 95060, United States",['Santa Cruz']
18547,18547,44.0,594.0,169.0,325.0,139.0,1.1552,250000.0,NEAR OCEAN,"Days Inn and Suites Santa Cruz, Riverside Avenue, Lower Ocean Motels, Downtown, Santa Cruz, Santa Cruz County, California, 95061, United States","['Riverside', 'Santa Cruz']"
18548,18548,39.0,2124.0,661.0,1365.0,606.0,1.6642,281300.0,NEAR OCEAN,"Days Inn and Suites Santa Cruz, Riverside Avenue, Lower Ocean Motels, Downtown, Santa Cruz, Santa Cruz County, California, 95061, United States","['Riverside', 'Santa Cruz']"
18549,18549,52.0,775.0,305.0,1054.0,305.0,2.0172,112500.0,NEAR OCEAN,"Santa Cruz Municipal Wharf, Municipal Wharf, Seabright, Santa Cruz, Santa Cruz County, California, 95061, United States",['Santa Cruz']
18550,18550,40.0,584.0,126.0,316.0,139.0,3.5938,243500.0,NEAR OCEAN,"384, Gharkey Street, The Circles, Westside, Santa Cruz, Santa Cruz County, California, 95060, United States",['Santa Cruz']
18551,18551,28.0,1607.0,421.0,926.0,385.0,2.425,216100.0,NEAR OCEAN,"384, Gharkey Street, The Circles, Westside, Santa Cruz, Santa Cruz County, California, 95060, United States",['Santa Cruz']
18552,18552,32.0,1438.0,306.0,802.0,293.0,4.1964,202000.0,NEAR OCEAN,"217, Younglove Avenue, The Circles, Westside, Santa Cruz, Santa Cruz County, California, 95060, United States",['Santa Cruz']
18553,18553,42.0,538.0,107.0,200.0,104.0,2.1667,196400.0,NEAR OCEAN,"217, Younglove Avenue, The Circles, Westside, Santa Cruz, Santa Cruz County, California, 95060, United States",['Santa Cruz']
18554,18554,42.0,1149.0,264.0,703.0,232.0,2.5865,206400.0,NEAR OCEAN,"217, Younglove Avenue, The Circles, Westside, Santa Cruz, Santa Cruz County, California, 95060, United States",['Santa Cruz']
18555,18555,32.0,2182.0,406.0,1122.0,370.0,3.52,284200.0,NEAR OCEAN,"384, Gharkey Street, The Circles, Westside, Santa Cruz, Santa Cruz County, California, 95060, United States",['Santa Cruz']
18556,18556,36.0,1862.0,364.0,1080.0,364.0,4.4567,263800.0,NEAR OCEAN,"West Cliff Multipurpose Cycleway, Lighthouse/West Cliff, Downtown, Santa Cruz, Santa Cruz County, California, 95061, United States",['Santa Cruz']
18557,18557,19.0,691.0,191.0,324.0,167.0,3.1312,388500.0,NEAR OCEAN,"Santa Cruz County, California, United States",['Santa Cruz']
18558,18558,30.0,971.0,185.0,644.0,173.0,4.2045,226500.0,NEAR OCEAN,"2711, Mission Street, Westside Industrial District, Westside, Santa Cruz, Santa Cruz County, California, 95060, United States",['Santa Cruz']
18559,18559,52.0,65.0,17.0,24.0,10.0,4.5,258300.0,NEAR OCEAN,"Antonelli Pond, Mission Street, Westside, Santa Cruz, Santa Cruz County, California, 95064, United States",['Santa Cruz']
18560,18560,18.0,2232.0,440.0,1091.0,458.0,3.8269,276000.0,NEAR OCEAN,"Santa Cruz County, California, United States",['Santa Cruz']
18561,18561,27.0,1987.0,374.0,961.0,343.0,3.9667,265800.0,NEAR OCEAN,"West Cliff Multipurpose Cycleway, Lighthouse/West Cliff, Downtown, Santa Cruz, Santa Cruz County, California, 95061, United States",['Santa Cruz']
18562,18562,52.0,3365.0,644.0,796.0,333.0,2.9712,116600.0,NEAR OCEAN,"Pogonip Open Space Preserve, Harvey West Boulevard, Harvey West Industrial District, Downtown, Santa Cruz, Santa Cruz County, California, 95061, United States",['Santa Cruz']
18563,18563,32.0,1461.0,422.0,1494.0,416.0,2.8056,173200.0,<1H OCEAN,"200, East Riverside Drive, Watsonville, Santa Cruz County, California, 95076, United States","['Riverside', 'Santa Cruz', 'Watsonville']"
18564,18564,29.0,1210.0,281.0,863.0,262.0,3.1062,156000.0,<1H OCEAN,"406, Spruce Circle, Watsonville, Santa Cruz County, California, 95076, United States","['Santa Cruz', 'Watsonville']"
18565,18565,17.0,2648.0,589.0,1193.0,540.0,2.4461,151700.0,<1H OCEAN,"406, Spruce Circle, Watsonville, Santa Cruz County, California, 95076, United States","['Santa Cruz', 'Watsonville']"
18566,18566,14.0,3355.0,695.0,1350.0,697.0,2.6506,164600.0,<1H OCEAN,"406, Spruce Circle, Watsonville, Santa Cruz County, California, 95076, United States","['Santa Cruz', 'Watsonville']"
18567,18567,24.0,4026.0,881.0,2264.0,863.0,3.1327,218100.0,<1H OCEAN,"Wagner Avenue, Watsonville, Santa Cruz County, California, 95076, United States","['Santa Cruz', 'Watsonville']"
18568,18568,48.0,1801.0,353.0,1071.0,361.0,3.6,194500.0,<1H OCEAN,"51, Hill Avenue, Watsonville, Santa Cruz County, California, 95076, United States","['Santa Cruz', 'Watsonville']"
18569,18569,46.0,1362.0,321.0,1068.0,305.0,2.4615,177800.0,<1H OCEAN,"51, Hill Avenue, Watsonville, Santa Cruz County, California, 95076, United States","['Santa Cruz', 'Watsonville']"
18570,18570,36.0,2096.0,409.0,1454.0,394.0,3.2216,238300.0,<1H OCEAN,"421, Jefferson Street, Colache Town, Watsonville, Santa Cruz County, California, 95076, United States","['Santa Cruz', 'Watsonville']"
18571,18571,46.0,947.0,257.0,1120.0,264.0,3.4125,160700.0,<1H OCEAN,"421, Jefferson Street, Colache Town, Watsonville, Santa Cruz County, California, 95076, United States","['Santa Cruz', 'Watsonville']"
18572,18572,52.0,1211.0,447.0,1102.0,392.0,1.6875,161400.0,<1H OCEAN,"200, East Riverside Drive, Watsonville, Santa Cruz County, California, 95076, United States","['Riverside', 'Santa Cruz', 'Watsonville']"
18573,18573,23.0,1276.0,437.0,1359.0,376.0,1.9609,155000.0,<1H OCEAN,"Watsonville Transit Center, Rodriguez Street, Colache Town, Watsonville, Santa Cruz County, California, 95076, United States","['Santa Cruz', 'Watsonville']"
18574,18574,42.0,1368.0,468.0,2312.0,484.0,2.5599,151400.0,<1H OCEAN,"200, East Riverside Drive, Watsonville, Santa Cruz County, California, 95076, United States","['Riverside', 'Santa Cruz', 'Watsonville']"
18575,18575,8.0,2715.0,750.0,2580.0,718.0,2.8348,162000.0,<1H OCEAN,"Watsonville Slough Trail, Watsonville, Santa Cruz County, California, 95076, United States","['Santa Cruz', 'Watsonville']"
18576,18576,44.0,919.0,309.0,1321.0,301.0,2.0775,121400.0,<1H OCEAN,"Salsipuedes-Pajaro Cycleway, Pajaro, Santa Cruz County, California, 95076, United States",['Santa Cruz']
18577,18577,20.0,2587.0,547.0,1534.0,540.0,2.4375,190400.0,<1H OCEAN,"44, Evelyn Avenue, Watsonville, Santa Cruz County, California, 95076, United States","['Santa Cruz', 'Watsonville']"
18578,18578,24.0,1943.0,447.0,1844.0,461.0,3.0192,184300.0,<1H OCEAN,"44, Evelyn Avenue, Watsonville, Santa Cruz County, California, 95076, United States","['Santa Cruz', 'Watsonville']"
18579,18579,33.0,1406.0,317.0,1075.0,301.0,3.2813,190000.0,<1H OCEAN,"44, Evelyn Avenue, Watsonville, Santa Cruz County, California, 95076, United States","['Santa Cruz', 'Watsonville']"
18580,18580,20.0,2687.0,637.0,2154.0,610.0,2.6434,169700.0,<1H OCEAN,"421, Jefferson Street, Colache Town, Watsonville, Santa Cruz County, California, 95076, United States","['Santa Cruz', 'Watsonville']"
18581,18581,9.0,4934.0,1112.0,3198.0,977.0,3.5,194800.0,<1H OCEAN,"Napa Street, Colache Town, Watsonville, Santa Cruz County, California, 95076, United States","['Napa', 'Santa Cruz', 'Watsonville']"
18582,18582,19.0,2512.0,509.0,1856.0,537.0,3.1815,189100.0,<1H OCEAN,"Airport Boulevard, Watsonville, Santa Cruz County, California, 95019, United States","['Santa Cruz', 'Watsonville']"
18583,18583,19.0,1515.0,253.0,975.0,266.0,4.3906,241200.0,<1H OCEAN,"80, Sincero Drive, El Cerrito Mobile Home Park, Watsonville, Santa Cruz County, California, 95076, United States","['El Cerrito', 'Santa Cruz', 'Watsonville']"
18584,18584,21.0,2794.0,662.0,2236.0,565.0,2.4053,178400.0,<1H OCEAN,"Freedom Elementary School, Rosita Lane, Watsonville, Santa Cruz County, California, 95019, United States","['Santa Cruz', 'Watsonville']"
18585,18585,18.0,1063.0,341.0,1033.0,313.0,2.0192,171300.0,<1H OCEAN,"Green Valley Road, Freedom, Santa Cruz County, California, 95019, United States",['Santa Cruz']
18586,18586,34.0,2152.0,430.0,1516.0,386.0,3.7863,192200.0,<1H OCEAN,"Freedom Boulevard, Aptos Hills-Larkin Valley, Santa Cruz County, California, 95019, United States",['Santa Cruz']
18587,18587,29.0,2377.0,476.0,1669.0,499.0,2.8214,190100.0,<1H OCEAN,"667, Buena Vista Drive, Freedom, Santa Cruz County, California, 95076, United States","['Santa Cruz', 'Vista']"
18588,18588,20.0,1201.0,282.0,601.0,234.0,2.5556,177500.0,NEAR OCEAN,"Swanton Road, Santa Cruz County, California, United States",['Santa Cruz']
18589,18589,18.0,2420.0,439.0,1278.0,416.0,5.2101,334000.0,NEAR OCEAN,"3242, Pine Flat Road, Skyline Ranch, Santa Cruz County, California, 95060, United States",['Santa Cruz']
18590,18590,18.0,3337.0,549.0,1449.0,519.0,5.1412,315800.0,NEAR OCEAN,"Empire Grade, Pineridge, Felton, Santa Cruz County, California, 95060, United States",['Santa Cruz']
18591,18591,27.0,991.0,194.0,543.0,155.0,4.7188,350000.0,NEAR OCEAN,"Blufftop Trail, Gordola, Santa Cruz County, California, United States",['Santa Cruz']
18592,18592,26.0,1127.0,199.0,543.0,199.0,4.9792,240000.0,NEAR OCEAN,"Loch Lomond Recreation Area, Lilac Street, Lompico, Santa Cruz County, California, 95005, United States",['Santa Cruz']
18593,18593,46.0,695.0,136.0,408.0,148.0,3.9408,222600.0,NEAR OCEAN,"122, Main Street, Ben Lomond, Santa Cruz County, California, 95005, United States",['Santa Cruz']
18594,18594,32.0,2637.0,489.0,1031.0,410.0,3.6474,231600.0,NEAR OCEAN,"11089, Love Creek Road, Love Creek, Ben Lomond, Santa Cruz County, California, 95005, United States",['Santa Cruz']
18595,18595,36.0,1397.0,289.0,661.0,243.0,4.125,239600.0,NEAR OCEAN,"Truck Trail, Santa Cruz County, California, 95007, United States",['Santa Cruz']
18596,18596,33.0,3581.0,734.0,1780.0,663.0,4.3429,214300.0,NEAR OCEAN,"El Solyo Heights Drive, Glen Arbor, Santa Cruz County, California, 95005, United States",['Santa Cruz']
18597,18597,35.0,1541.0,297.0,791.0,277.0,4.425,204800.0,NEAR OCEAN,"Nature Trail, Ben Lomond, Santa Cruz County, California, United States",['Santa Cruz']
18598,18598,35.0,6422.0,1380.0,2755.0,1064.0,5.0165,202300.0,NEAR OCEAN,"455, Hill House Road, Santa Cruz County, California, 95006, United States",['Santa Cruz']
18599,18599,51.0,2419.0,485.0,1078.0,435.0,2.7933,206900.0,NEAR OCEAN,"Lorenzo Center, 12788, Central Avenue, Boulder Creek, Santa Cruz County, California, 95006, United States",['Santa Cruz']
